8
10
11
15
16
12
26
28
16
39
16
27
10
13
25
65
37
22
14
8
15
14
4
7
12
11
12
11
13
40
6
5
2
11
9
12
6
5
14
5
19
10
15
11
7
9
6
9
2
5
2
3
4
4
1
2
3
2
