15
13
30
37
24
39
46
44
50
38
47
25
50
42
30
15
17
14
25
13
13
13
7
8
17
18
25
9
12
12
13
11
27
24
22
23
25
23
15
35
20
24
26
25
14
5
7
8
6
5
3
2
5
2
4
3
2
2
